-55.19,9.89,-1.04,0.6,0.694118,0.909804
-53.97,10.11,-1.19,0.584314,0.686275,0.909804
-55.46,11.14,-1.41,0.631373,0.627451,0.811765
-55.47,12.28,-1.07,0.619608,0.694118,0.886275
-56.10,13.05,-1.19,0.627451,0.729412,0.921569
-55.19,13.31,-0.86,0.619608,0.694118,0.886275
-58.05,9.20,-0.73,0.854902,0.858824,0.937255
-57.47,8.56,-0.28,0.847059,0.87451,0.984314
-56.27,8.98,-0.09,0.592157,0.694118,0.909804
-57.24,9.66,-0.50,0.854902,0.858824,0.937255
-56.56,10.11,-0.39,0.8,0.768627,0.866667
-56.56,10.11,0.39,0.827451,0.847059,0.94902
-56.22,11.17,-0.28,0.784314,0.729412,0.819608
-55.76,11.96,-0.39,0.627451,0.631373,0.847059
-55.53,9.20,-0.29,0.611765,0.713725,0.921569
-54.99,9.79,-0.05,0.631373,0.721569,0.913725
-54.28,10.23,-0.27,0.592157,0.686275,0.894118
-55.19,9.89,0.63,0.592157,0.694118,0.909804
-54.28,10.57,0.84,0.603922,0.709804,0.921569
-53.37,10.57,-0.73,0.592157,0.686275,0.909804
-55.19,11.25,-0.38,0.592157,0.694118,0.901961
-54.05,11.25,-0.36,0.647059,0.74902,0.937255
-55.23,12.16,-0.05,0.627451,0.729412,0.921569
-54.29,12.17,-0.04,0.611765,0.709804,0.913725
-53.82,10.99,0.87,0.619608,0.713725,0.921569
-54.16,12.62,1.07,0.647059,0.47451,0.54902
-53.15,11.27,-0.28,0.584314,0.686275,0.909804
-52.91,11.97,-0.28,0.603922,0.701961,0.913725
-53.14,11.52,0.87,0.619608,0.721569,0.921569
-52.61,12.39,1.09,0.686275,0.486275,0.686275
-52.24,12.53,0.75,0.603922,0.537255,0.792157
-53.99,11.03,1.55,0.576471,0.686275,0.909804
-54.28,12.62,1.46,0.584314,0.666667,0.87451
-53.34,11.48,2.00,0.592157,0.694118,0.909804
-52.74,12.39,2.00,0.74902,0.67451,0.776471
-51.77,12.39,2.00,0.611765,0.713725,0.921569
-54.72,13.06,-0.39,0.592157,0.458824,0.619608
-54.15,13.52,-0.16,0.611765,0.294118,0.431373
-54.96,14.44,-0.55,0.631373,0.721569,0.909804
-54.05,14.58,-0.16,0.682353,0.529412,0.701961
-55.19,13.42,0.97,0.603922,0.721569,0.913725
-54.05,13.36,0.87,0.592157,0.603922,0.764706
-54.85,14.00,1.09,0.611765,0.709804,0.894118
-54.05,14.56,0.86,0.619608,0.541176,0.709804
-53.37,13.07,-0.28,0.576471,0.494118,0.666667
-53.48,14.78,0.07,0.776471,0.564706,0.682353
-52.91,13.54,0.98,0.611765,0.721569,0.921569
-52.00,13.00,0.75,0.537255,0.584314,0.819608
-52.91,14.40,1.09,0.639216,0.74902,0.929412
-51.89,14.56,1.10,0.603922,0.701961,0.913725
-54.96,15.58,-0.40,0.639216,0.737255,0.921569
-54.05,15.58,-0.15,0.639216,0.647059,0.819608
-54.05,16.72,-0.13,0.627451,0.729412,0.913725
-53.77,15.58,0.75,0.639216,0.54902,0.694118
-53.15,15.58,0.20,0.701961,0.686275,0.803922
-53.25,16.61,0.21,0.603922,0.584314,0.768627
-53.14,15.70,0.52,0.721569,0.627451,0.811765
-52.79,16.72,0.67,0.639216,0.619608,0.803922
-52.17,16.95,0.87,0.682353,0.537255,0.701961
-54.73,13.40,1.55,0.611765,0.701961,0.894118
-54.05,13.61,1.78,0.584314,0.658824,0.858824
-54.73,14.15,1.78,0.639216,0.74902,0.937255
-54.05,14.22,1.91,0.427451,0.337255,0.458824
-52.79,13.53,1.71,0.6,0.701961,0.909804
-52.00,13.31,2.03,0.6,0.701961,0.909804
-52.91,14.67,1.70,0.603922,0.647059,0.839216
-51.80,14.44,2.22,0.603922,0.713725,0.921569
-52.91,15.58,1.64,0.627451,0.729412,0.921569
-52.00,15.58,2.26,0.619608,0.721569,0.921569
-52.93,16.61,1.78,0.639216,0.67451,0.866667
-51.77,16.61,2.24,0.6,0.701961,0.909804
-51.54,16.04,2.59,0.611765,0.721569,0.921569
-51.54,16.50,2.65,0.619608,0.729412,0.929412
-51.31,14.33,1.32,0.603922,0.709804,0.921569
-51.31,14.67,2.34,0.592157,0.694118,0.909804
-51.09,15.58,2.43,0.611765,0.721569,0.929412
-50.86,16.95,2.78,0.611765,0.713725,0.921569
-7.12,11.25,5.54,0.337255,0.356863,0.419608
-7.61,12.31,5.42,0.403922,0.376471,0.356863
-9.38,11.65,8.04,0.619608,0.592157,0.639216
-9.60,12.31,7.64,0.631373,0.592157,0.592157
-8.10,11.25,6.68,0.639216,0.639216,0.701961
-7.69,11.25,6.22,0.321569,0.364706,0.419608
-8.52,12.33,6.45,0.576471,0.529412,0.501961
-7.67,12.17,6.29,0.776471,0.74902,0.776471
-8.74,11.25,7.47,0.639216,0.647059,0.709804
-8.69,12.20,7.47,0.764706,0.756863,0.803922
-9.24,14.33,8.04,0.894118,0.909804,0.976471
-9.02,12.85,7.83,0.847059,0.866667,0.964706
-8.69,14.27,7.68,0.854902,0.858824,0.929412
-11.75,12.39,9.98,0.784314,0.776471,0.784314
-13.69,12.51,12.38,0.792157,0.756863,0.768627
-11.56,11.48,11.01,0.501961,0.458824,0.501961
-12.68,12.40,11.23,0.686275,0.67451,0.729412
-12.00,12.22,10.88,0.737255,0.701961,0.74902
-12.85,11.53,12.36,0.729412,0.682353,0.67451
-11.88,11.53,11.81,0.431373,0.419608,0.466667
-13.02,12.34,12.09,0.619608,0.6,0.647059
-11.88,12.31,11.98,0.854902,0.854902,0.886275
-10.44,10.57,9.18,0.537255,0.509804,0.54902
-10.19,9.89,9.07,0.294118,0.376471,0.431373
-10.40,9.43,9.58,0.392157,0.376471,0.356863
-10.06,9.45,9.53,0.321569,0.392157,0.419608
-10.74,10.23,9.35,0.329412,0.337255,0.384314
-10.04,10.00,9.53,0.921569,0.921569,0.94902
-10.56,11.14,9.07,0.556863,0.564706,0.611765
-9.60,11.26,8.73,0.564706,0.592157,0.639216
-10.74,12.32,8.96,0.764706,0.74902,0.756863
-9.83,12.34,8.62,0.721569,0.709804,0.74902
-10.74,11.30,9.75,0.564706,0.431373,0.431373
-10.06,11.08,9.70,0.866667,0.87451,0.921569
-10.91,12.30,9.75,0.858824,0.831373,0.831373
-9.78,12.28,9.76,0.792157,0.768627,0.8
-9.02,11.48,8.28,0.909804,0.909804,0.964706
-8.69,12.28,8.50,0.737255,0.721569,0.737255
-10.86,11.51,10.66,0.94902,0.972549,0.992157
-10.86,12.34,10.89,0.721569,0.701961,0.686275
-11.26,12.39,11.57,0.576471,0.576471,0.564706
-11.98,13.08,11.12,0.87451,0.886275,0.964706
-11.71,14.10,11.18,0.894118,0.901961,0.976471
-12.97,13.19,12.26,0.929412,0.937255,0.992157
-12.17,13.76,11.80,0.941176,0.94902,0.992157
-12.68,13.99,12.23,0.941176,0.94902,0.992157
-12.23,14.10,11.70,0.894118,0.901961,0.976471
-9.80,12.96,8.73,0.937255,0.937255,0.992157
-9.76,14.33,8.73,0.882353,0.894118,0.964706
-10.63,12.96,9.61,0.894118,0.901961,0.984314
-10.12,12.95,9.41,0.984314,0.976471,1
-10.74,14.33,9.88,0.87451,0.886275,0.956863
-10.07,14.27,9.30,0.901961,0.901961,0.956863
-9.09,12.85,8.18,0.956863,0.956863,0.984314
-9.15,14.13,8.39,0.803922,0.827451,0.921569
-11.31,13.90,10.78,0.94902,0.956863,0.992157
-11.12,14.22,10.49,0.913725,0.929412,0.984314
-1.46,11.71,-1.87,0.34902,0.329412,0.392157
-1.35,11.65,-1.93,0.427451,0.356863,0.376471
-1.57,11.82,-1.90,0.286275,0.282353,0.321569
-1.40,11.77,-2.02,0.658824,0.631373,0.647059
-1.86,11.54,-1.16,0.619608,0.639216,0.694118
-0.97,11.65,-1.36,0.47451,0.447059,0.494118
-2.03,11.94,-1.41,0.329412,0.309804,0.341176
-0.94,11.82,-1.37,0.756863,0.721569,0.74902
-2.71,11.73,-0.28,0.384314,0.384314,0.403922
-2.99,12.05,-0.14,0.411765,0.376471,0.376471
-3.05,11.71,0.42,0.764706,0.737255,0.768627
-3.67,11.94,0.69,0.776471,0.74902,0.701961
-3.17,11.89,0.69,0.537255,0.447059,0.494118
-1.97,11.71,-0.09,0.419608,0.376471,0.403922
-2.04,11.94,-0.16,0.537255,0.513725,0.541176
-2.31,11.86,0.41,0.756863,0.74902,0.764706
-6.19,11.25,4.47,0.694118,0.639216,0.658824
-5.84,11.37,4.06,0.854902,0.811765,0.827451
-6.53,11.82,4.66,0.721569,0.694118,0.721569
-6.64,11.25,5.08,0.603922,0.501961,0.537255
-6.87,11.81,5.31,0.639216,0.564706,0.611765
-62.04,34.54,-33.79,0.14902,0.192157,0.176471
-60.20,36.08,-35.48,0.109804,0.137255,0.156863
-60.20,36.33,-35.45,0.109804,0.137255,0.156863
-61.34,35.64,-34.32,0.137255,0.176471,0.176471
-61.11,35.64,-34.55,0.156863,0.192157,0.184314
-61.35,36.99,-34.23,0.129412,0.164706,0.184314
-61.26,36.55,-34.46,0.137255,0.176471,0.176471
-60.43,37.81,-35.26,0.329412,0.419608,0.611765
-60.66,37.81,-34.59,0.313725,0.392157,0.556863
-61.57,38.58,-34.23,0.156863,0.184314,0.286275
-60.54,38.60,-34.23,0.14902,0.176471,0.27451
-62.03,36.13,-33.78,0.137255,0.176471,0.168627
-62.17,36.33,-33.32,0.113725,0.14902,0.156863
-61.27,36.55,-33.55,0.137255,0.168627,0.184314
-62.71,38.53,-33.10,0.192157,0.231373,0.34902
-63.85,38.56,-32.07,0.211765,0.254902,0.384314
-62.94,38.54,-32.30,0.192157,0.231373,0.364706
-61.80,38.62,-33.44,0.176471,0.211765,0.329412
-60.66,38.54,-33.55,0.176471,0.203922,0.321569
-61.80,38.49,-32.41,0.2,0.239216,0.368627
-60.66,38.51,-32.41,0.203922,0.247059,0.368627
-73.65,38.43,-23.18,0.666667,0.631373,0.666667
-71.37,38.02,-25.22,0.2,0.2,0.27451
-69.66,37.65,-26.83,0.337255,0.364706,0.494118
-69.66,38.47,-26.60,0.141176,0.176471,0.301961
-70.79,37.92,-25.69,0.239216,0.27451,0.384314
-69.46,38.26,-25.35,0.227451,0.254902,0.376471
-70.57,38.37,-25.44,0.266667,0.258824,0.337255
-69.55,38.40,-25.69,0.2,0.239216,0.368627
-71.71,38.34,-24.21,0.709804,0.67451,0.701961
-72.51,38.40,-24.21,0.682353,0.647059,0.682353
-71.83,38.41,-24.66,0.67451,0.647059,0.67451
-72.74,38.34,-23.41,0.709804,0.67451,0.709804
-72.05,38.34,-23.52,0.67451,0.639216,0.67451
-72.97,38.39,-23.52,0.686275,0.658824,0.686275
-71.83,38.36,-23.41,0.658824,0.627451,0.658824
-70.80,38.34,-24.43,0.658824,0.619608,0.654902
-69.75,38.26,-24.55,0.658824,0.627451,0.658824
-70.69,38.36,-24.66,0.666667,0.631373,0.658824
-69.55,38.35,-24.66,0.568627,0.54902,0.592157
-70.57,38.34,-23.75,0.686275,0.658824,0.686275
-69.78,38.29,-23.52,0.682353,0.647059,0.67451
-70.69,38.39,-23.52,0.603922,0.576471,0.627451
-69.55,38.35,-23.52,0.658824,0.627451,0.658824
-64.99,38.45,-31.04,0.266667,0.321569,0.458824
-66.13,38.45,-30.02,0.254902,0.301961,0.431373
-65.10,38.50,-30.25,0.247059,0.294118,0.431373
-67.27,38.47,-28.99,0.27451,0.321569,0.447059
-68.52,37.87,-27.85,0.286275,0.337255,0.482353
-67.92,38.15,-27.97,0.27451,0.329412,0.466667
-68.18,38.44,-27.51,0.137255,0.164706,0.266667
-67.38,38.47,-27.97,0.211765,0.258824,0.392157
-66.24,38.48,-29.11,0.176471,0.211765,0.337255
-65.10,38.51,-29.11,0.192157,0.231373,0.356863
-66.24,38.34,-27.74,0.231373,0.27451,0.419608
-65.22,38.33,-27.40,0.258824,0.313725,0.458824
-66.36,38.43,-27.97,0.239216,0.286275,0.431373
-65.33,38.42,-27.97,0.247059,0.294118,0.431373
-64.08,38.48,-31.16,0.239216,0.286275,0.431373
-63.05,38.48,-31.16,0.227451,0.266667,0.403922
-64.19,38.51,-30.13,0.227451,0.266667,0.403922
-62.82,38.46,-30.25,0.203922,0.247059,0.376471
-61.91,38.48,-31.39,0.203922,0.239216,0.368627
-60.66,38.52,-31.39,0.231373,0.282353,0.419608
-61.80,38.49,-30.13,0.184314,0.227451,0.356863
-60.66,38.52,-30.13,0.2,0.239216,0.368627
-64.08,38.39,-28.99,0.247059,0.294118,0.439216
-63.05,38.49,-29.00,0.219608,0.266667,0.403922
-64.08,38.40,-27.85,0.254902,0.301961,0.439216
-62.94,38.46,-28.08,0.211765,0.258824,0.392157
-61.80,38.53,-28.99,0.203922,0.254902,0.384314
-60.67,38.61,-28.99,0.239216,0.266667,0.364706
-61.91,38.48,-27.97,0.266667,0.286275,0.364706
-60.66,38.49,-27.85,0.329412,0.392157,0.501961
-68.74,37.92,-27.16,0.239216,0.286275,0.431373
-68.52,38.49,-26.93,0.184314,0.231373,0.364706
-67.38,38.42,-26.94,0.239216,0.286275,0.431373
-68.52,38.34,-25.35,0.258824,0.309804,0.454902
-67.61,38.34,-25.46,0.231373,0.27451,0.411765
-68.41,38.43,-25.80,0.247059,0.301961,0.447059
-67.38,38.45,-25.80,0.247059,0.294118,0.431373
-66.24,38.33,-26.94,0.254902,0.294118,0.439216
-65.56,38.34,-26.71,0.254902,0.294118,0.439216
-66.36,38.36,-26.71,0.258824,0.301961,0.447059
-65.10,38.41,-26.71,0.211765,0.258824,0.392157
-66.58,38.32,-26.03,0.27451,0.321569,0.458824
-66.13,38.40,-25.69,0.219608,0.266667,0.4
-65.33,38.47,-25.69,0.247059,0.286275,0.384314
-68.64,38.23,-24.43,0.239216,0.258824,0.376471
-67.50,38.34,-24.78,0.266667,0.313725,0.447059
-68.29,38.35,-24.66,0.211765,0.254902,0.392157
-67.27,38.40,-24.55,0.231373,0.258824,0.337255
-68.52,38.34,-23.52,0.576471,0.537255,0.54902
-67.50,38.34,-23.41,0.301961,0.337255,0.431373
-68.52,38.35,-23.41,0.627451,0.576471,0.556863
-67.29,38.38,-23.52,0.356863,0.419608,0.529412
-66.36,38.42,-24.55,0.329412,0.392157,0.501961
-65.16,38.38,-24.55,0.34902,0.419608,0.537255
-66.24,38.33,-23.75,0.337255,0.4,0.509804
-65.33,38.34,-23.86,0.337255,0.403922,0.513725
-66.24,38.37,-23.41,0.309804,0.376471,0.486275
-65.10,38.44,-23.41,0.286275,0.321569,0.411765
-64.08,38.48,-26.71,0.231373,0.258824,0.356863
-63.05,38.43,-26.94,0.231373,0.286275,0.427451
-64.08,38.41,-25.69,0.231373,0.286275,0.419608
-62.94,38.42,-25.69,0.254902,0.313725,0.454902
-61.91,38.43,-26.94,0.258824,0.282353,0.34902
-60.78,38.60,-26.71,0.27451,0.321569,0.466667
-61.80,38.53,-25.92,0.211765,0.258824,0.392157
-60.89,38.83,-25.72,0.27451,0.321569,0.466667
-64.08,38.38,-24.55,0.301961,0.356863,0.486275
-62.94,38.43,-24.66,0.2,0.247059,0.392157
-64.08,38.46,-23.52,0.219608,0.27451,0.419608
-62.94,38.42,-23.52,0.258824,0.309804,0.454902
-60.54,38.33,-24.09,0.219608,0.266667,0.419608
-61.91,38.45,-24.55,0.211765,0.258824,0.403922
-60.89,38.56,-24.66,0.258824,0.309804,0.447059
-60.66,38.06,-23.52,0.176471,0.227451,0.364706
-61.80,38.46,-23.52,0.211765,0.266667,0.403922
-61.00,38.38,-23.52,0.14902,0.2,0.34902
-35.82,34.48,-57.71,0.803922,0.764706,0.792157
-35.59,33.82,-57.65,0.819608,0.784314,0.803922
-35.59,34.50,-57.61,0.768627,0.729412,0.756863
-34.52,34.73,-56.34,0.8,0.764706,0.784314
-28.29,34.39,-47.16,0.67451,0.631373,0.666667
-27.84,34.62,-47.12,0.811765,0.784314,0.811765
-32.85,34.27,-41.20,0.686275,0.658824,0.694118
-31.94,34.27,-41.14,0.67451,0.647059,0.67451
-30.57,34.96,-41.81,0.541176,0.529412,0.392157
-29.66,34.73,-42.31,0.67451,0.654902,0.658824
-30.99,34.50,-41.30,0.686275,0.647059,0.647059
-29.30,34.73,-41.30,0.611765,0.603922,0.521569
-28.75,34.82,-42.21,0.603922,0.584314,0.54902
-28.52,34.48,-41.26,0.658824,0.639216,0.639216
-27.84,34.52,-41.30,0.603922,0.584314,0.576471
-42.88,38.80,-51.10,0.701961,0.666667,0.701961
-44.13,38.82,-50.07,0.709804,0.67451,0.709804
-42.99,38.74,-50.07,0.686275,0.654902,0.686275
-51.54,38.72,-43.35,0.211765,0.231373,0.341176
-54.05,38.74,-41.07,0.192157,0.211765,0.301961
-52.79,38.74,-42.21,0.184314,0.211765,0.321569
-51.77,38.67,-42.44,0.184314,0.211765,0.329412
-53.02,38.77,-41.30,0.168627,0.192157,0.294118
-51.77,38.71,-41.30,0.184314,0.211765,0.321569
-46.98,38.77,-47.45,0.811765,0.776471,0.803922
-49.38,38.67,-45.29,0.337255,0.364706,0.458824
-48.12,38.76,-46.43,0.776471,0.74902,0.776471
-47.44,38.79,-46.77,0.756863,0.721569,0.74902
-47.67,37.85,-45.17,0.972549,0.972549,0.976471
-48.69,38.75,-45.63,0.521569,0.501961,0.556863
-47.44,38.82,-45.63,0.682353,0.654902,0.686275
-45.16,38.81,-49.05,0.686275,0.658824,0.686275
-46.30,38.79,-47.91,0.713725,0.682353,0.709804
-45.27,38.82,-47.91,0.721569,0.686275,0.721569
-44.02,38.83,-49.05,0.67451,0.639216,0.67451
-43.11,38.79,-49.05,0.686275,0.658824,0.694118
-44.02,38.76,-47.79,0.686275,0.647059,0.682353
-42.88,38.79,-47.91,0.654902,0.619608,0.654902
-46.30,38.76,-46.77,0.74902,0.721569,0.74902
-45.16,38.78,-46.77,0.701961,0.658824,0.694118
-46.30,38.76,-45.63,0.709804,0.682353,0.713725
-45.16,38.74,-45.63,0.756863,0.721569,0.74902
-44.02,38.77,-46.77,0.658824,0.619608,0.654902
-42.99,38.80,-46.77,0.658824,0.627451,0.658824
-44.02,38.76,-45.63,0.666667,0.639216,0.666667
-42.99,38.74,-45.63,0.701961,0.658824,0.694118
-50.52,38.75,-44.26,0.211765,0.239216,0.34902
-49.72,38.68,-44.60,0.231373,0.258824,0.364706
-50.86,38.80,-43.35,0.2,0.227451,0.337255
-49.60,38.69,-43.35,0.6,0.564706,0.592157
-48.05,38.15,-44.72,0.74902,0.74902,0.803922
-47.67,38.04,-44.83,0.627451,0.576471,0.658824
-48.58,38.74,-44.72,0.658824,0.619608,0.654902
-47.44,38.71,-44.49,0.611765,0.592157,0.627451
-48.47,38.68,-43.35,0.639216,0.603922,0.631373
-47.44,38.68,-43.35,0.67451,0.639216,0.666667
-50.74,38.69,-42.33,0.192157,0.219608,0.329412
-49.60,38.66,-42.33,0.509804,0.486275,0.529412
-50.86,38.64,-41.19,0.192157,0.219608,0.337255
-49.72,38.61,-41.19,0.431373,0.419608,0.47451
-48.47,38.63,-42.33,0.666667,0.639216,0.666667
-47.44,38.67,-42.33,0.701961,0.666667,0.701961
-48.58,38.63,-41.19,0.666667,0.639216,0.67451
-47.44,38.69,-41.19,0.682353,0.647059,0.682353
-44.70,36.82,-43.12,0.709804,0.67451,0.709804
-44.12,37.01,-43.12,0.658824,0.631373,0.67451
-42.88,37.05,-43.12,0.709804,0.686275,0.721569
-46.30,38.75,-44.60,0.764706,0.737255,0.764706
-45.27,38.78,-44.60,0.701961,0.658824,0.701961
-46.30,38.66,-43.47,0.686275,0.654902,0.694118
-45.27,38.73,-43.35,0.709804,0.682353,0.709804
-44.02,38.74,-44.49,0.737255,0.694118,0.729412
-42.99,38.75,-44.49,0.709804,0.67451,0.701961
-44.02,38.75,-43.47,0.768627,0.741176,0.776471
-42.99,38.73,-43.35,0.792157,0.764706,0.792157
-44.70,35.90,-42.21,0.803922,0.776471,0.803922
-44.70,36.94,-42.21,0.776471,0.741176,0.776471
-44.02,35.64,-42.28,0.701961,0.67451,0.713725
-42.88,35.86,-42.21,0.701961,0.67451,0.709804
-43.90,36.44,-42.10,0.529412,0.509804,0.556863
-43.34,36.23,-42.21,0.682353,0.647059,0.694118
-43.02,35.64,-41.30,0.686275,0.658824,0.701961
-43.92,36.55,-41.30,0.74902,0.713725,0.74902
-43.22,36.25,-41.19,0.701961,0.666667,0.701961
-46.30,38.64,-42.33,0.666667,0.631373,0.666667
-45.27,38.67,-42.33,0.729412,0.694118,0.721569
-46.30,38.70,-41.19,0.729412,0.682353,0.701961
-45.27,38.69,-41.30,0.737255,0.701961,0.729412
-43.62,37.25,-42.12,0.701961,0.666667,0.709804
-42.88,37.31,-42.21,0.709804,0.682353,0.713725
-44.02,38.75,-42.33,0.709804,0.658824,0.639216
-43.11,38.78,-42.21,0.694118,0.666667,0.709804
-43.57,37.24,-41.76,0.701961,0.67451,0.709804
-42.88,37.39,-41.30,0.741176,0.709804,0.74902
-44.02,38.72,-41.28,0.686275,0.654902,0.686275
-42.99,38.82,-41.19,0.666667,0.639216,0.682353
-38.32,38.93,-55.43,0.619608,0.584314,0.627451
-39.46,38.84,-54.29,0.627451,0.592157,0.627451
-38.55,38.86,-54.52,0.611765,0.576471,0.611765
-35.81,35.64,-57.55,0.8,0.764706,0.776471
-35.82,36.55,-57.71,0.737255,0.701961,0.729412
-35.59,35.64,-57.52,0.737255,0.694118,0.713725
-35.59,36.33,-57.61,0.721569,0.686275,0.709804
-35.83,37.51,-57.71,0.666667,0.639216,0.701961
-35.92,39.06,-57.59,0.858824,0.819608,0.847059
-37.07,38.98,-56.57,0.792157,0.756863,0.776471
-36.27,39.01,-56.68,0.894118,0.858824,0.886275
-35.59,37.69,-57.65,0.713725,0.686275,0.729412
-35.59,39.03,-57.60,0.658824,0.631373,0.67451
-35.36,39.02,-56.68,0.858824,0.819608,0.847059
-34.45,39.08,-56.34,0.803922,0.768627,0.8
-37.41,38.99,-55.66,0.694118,0.658824,0.694118
-36.38,38.94,-55.66,0.694118,0.666667,0.709804
-37.41,38.90,-54.52,0.611765,0.576471,0.619608
-36.38,38.94,-54.52,0.631373,0.6,0.639216
-35.13,39.03,-55.66,0.666667,0.603922,0.619608
-34.11,38.96,-55.66,0.756863,0.709804,0.737255
-35.13,38.97,-54.52,0.639216,0.611765,0.647059
-34.11,38.97,-54.52,0.74902,0.682353,0.694118
-40.60,38.80,-53.26,0.686275,0.654902,0.686275
-41.74,38.79,-52.24,0.666667,0.639216,0.67451
-40.83,38.75,-52.24,0.666667,0.639216,0.67451
-39.58,38.81,-53.38,0.631373,0.592157,0.627451
-38.60,38.84,-53.38,0.647059,0.611765,0.647059
-39.69,38.82,-52.24,0.694118,0.658824,0.694118
-38.55,38.81,-52.24,0.631373,0.6,0.631373
-41.85,38.80,-51.33,0.67451,0.647059,0.682353
-40.83,38.74,-51.21,0.694118,0.658824,0.701961
-41.85,38.75,-50.07,0.701961,0.666667,0.701961
-40.72,38.72,-50.07,0.686275,0.658824,0.694118
-39.80,38.75,-51.21,0.686275,0.658824,0.694118
-38.55,38.80,-51.21,0.67451,0.639216,0.67451
-39.58,38.76,-50.07,0.686275,0.647059,0.686275
-38.55,38.79,-50.07,0.682353,0.647059,0.686275
-37.41,38.85,-53.38,0.603922,0.564706,0.603922
-36.38,38.88,-53.38,0.619608,0.584314,0.619608
-37.41,38.85,-52.35,0.639216,0.603922,0.639216
-36.27,38.85,-52.24,0.611765,0.576471,0.619608
-35.25,38.92,-53.38,0.639216,0.611765,0.647059
-34.11,38.94,-53.38,0.654902,0.611765,0.647059
-35.13,38.86,-52.24,0.627451,0.592157,0.619608
-34.11,38.92,-52.24,0.666667,0.631373,0.658824
-37.41,38.82,-51.21,0.647059,0.611765,0.647059
-36.38,38.83,-51.15,0.67451,0.639216,0.67451
-37.41,38.76,-50.07,0.658824,0.627451,0.658824
-36.38,38.78,-50.07,0.686275,0.647059,0.67451
-35.36,38.85,-51.21,0.647059,0.611765,0.647059
-34.11,38.88,-51.21,0.639216,0.603922,0.639216
-35.13,38.79,-50.07,0.666667,0.631373,0.666667
-34.10,38.83,-50.08,0.666667,0.627451,0.658824
-33.42,38.98,-55.20,0.756863,0.713725,0.74902
-33.08,39.00,-54.52,0.803922,0.74902,0.741176
-32.40,38.99,-54.06,0.768627,0.729412,0.756863
-32.97,38.97,-53.38,0.776471,0.701961,0.701961
-31.94,39.01,-53.49,0.776471,0.737255,0.756863
-33.08,38.95,-52.24,0.67451,0.631373,0.666667
-31.94,38.93,-52.24,0.776471,0.694118,0.694118
-30.80,38.96,-52.24,0.776471,0.741176,0.768627
-32.97,38.94,-51.19,0.694118,0.658824,0.694118
-31.94,39.03,-51.21,0.666667,0.631373,0.666667
-32.97,38.85,-50.07,0.647059,0.603922,0.639216
-31.94,38.93,-50.07,0.686275,0.647059,0.686275
